id,name,description,demonstration_video_url,workout_day_id,animation_path,calories_per_set,default_duration,default_reps,default_sets,calories_per_minute,week,program_id
303,Pilates,Intense Pilates session focusing on full-body engagement and cardiovascular endurance.,https://example.com/pilates,5,https://example.com/pilates-animation.jpg,796.56,517,12,3,4.62,9,9
304,Side Planks,Dynamic Side Planks workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/side-planks,5,https://example.com/side-planks-animation.jpg,746.54,467,11,3,4.8,9,9
305,Oblique Twists,High-energy Oblique Twists routine targeting comprehensive physical development and performance.,https://example.com/oblique-twists,5,https://example.com/oblique-twists-animation.jpg,603.92,427,15,3,4.24,9,9
306,Pilates,Dynamic Pilates workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/pilates,6,https://example.com/pilates-animation.jpg,822.16,357,14,2,4.61,9,9
307,Explosive Movements,Precision-engineered Explosive Movements training method to optimize muscular strength and endurance.,https://example.com/explosive-movements,6,https://example.com/explosive-movements-animation.jpg,484.94,341,10,3,4.27,9,9
308,Plank Jacks,Intense Plank Jacks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/plank-jacks,6,https://example.com/plank-jacks-animation.jpg,1236.02,468,11,2,5.28,9,9
309,Mountain Climbers,Intense Mountain Climbers session focusing on full-body engagement and cardiovascular endurance.,https://example.com/mountain-climbers,6,https://example.com/mountain-climbers-animation.jpg,672.18,431,15,3,4.68,9,9
310,Side Planks,Precision-engineered Side Planks training method to optimize muscular strength and endurance.,https://example.com/side-planks,6,https://example.com/side-planks-animation.jpg,976.3,531,10,3,5.52,9,9
311,Wall Sits,Intense Wall Sits session focusing on full-body engagement and cardiovascular endurance.,https://example.com/wall-sits,7,https://example.com/wall-sits-animation.jpg,769.47,488,11,3,4.73,9,9
312,Cycling,Precision-engineered Cycling training method to optimize muscular strength and endurance.,https://example.com/cycling,7,https://example.com/cycling-animation.jpg,942.35,503,11,3,5.62,9,9
313,Tabata Intervals,High-energy Tabata Intervals routine targeting comprehensive physical development and performance.,https://example.com/tabata-intervals,7,https://example.com/tabata-intervals-animation.jpg,764.26,435,15,3,5.27,9,9
314,Foam Rolling,High-energy Foam Rolling routine targeting comprehensive physical development and performance.,https://example.com/foam-rolling,7,https://example.com/foam-rolling-animation.jpg,713.77,448,15,3,4.78,9,9
315,High Knees,Dynamic High Knees workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/high-knees,7,https://example.com/high-knees-animation.jpg,1012.77,532,12,3,5.71,9,9
316,Sprint Intervals,Intense Sprint Intervals session focusing on full-body engagement and cardiovascular endurance.,https://example.com/sprint-intervals,1,https://example.com/sprint-intervals-animation.jpg,987.77,342,13,2,5.78,10,10
317,Tricep Extensions,Intense Tricep Extensions session focusing on full-body engagement and cardiovascular endurance.,https://example.com/tricep-extensions,1,https://example.com/tricep-extensions-animation.jpg,587.1,417,10,3,4.22,10,10
318,Leg Raises,Dynamic Leg Raises workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/leg-raises,1,https://example.com/leg-raises-animation.jpg,855.03,325,14,2,5.26,10,10
319,Wall Sits,Precision-engineered Wall Sits training method to optimize muscular strength and endurance.,https://example.com/wall-sits,1,https://example.com/wall-sits-animation.jpg,1002.19,501,11,2,4.0,10,10
320,Kettlebell Swings,Dynamic Kettlebell Swings workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/kettlebell-swings,1,https://example.com/kettlebell-swings-animation.jpg,675.33,315,10,2,4.29,10,10
321,High Knees,Intense High Knees session focusing on full-body engagement and cardiovascular endurance.,https://example.com/high-knees,2,https://example.com/high-knees-animation.jpg,1257.43,538,11,2,4.67,10,10
322,Plank Jacks,Intense Plank Jacks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/plank-jacks,2,https://example.com/plank-jacks-animation.jpg,937.03,362,13,2,5.18,10,10
323,Pull-ups,High-energy Pull-ups routine targeting comprehensive physical development and performance.,https://example.com/pull-ups,2,https://example.com/pull-ups-animation.jpg,794.98,578,12,3,4.13,10,10
324,Bird Dogs,Intense Bird Dogs session focusing on full-body engagement and cardiovascular endurance.,https://example.com/bird-dogs,2,https://example.com/bird-dogs-animation.jpg,1390.37,542,11,2,5.13,10,10
325,Plyometric Drills,Intense Plyometric Drills session focusing on full-body engagement and cardiovascular endurance.,https://example.com/plyometric-drills,2,https://example.com/plyometric-drills-animation.jpg,1312.23,591,11,2,4.44,10,10
326,Hanging Leg Raises,"Strategically crafted Hanging Leg Raises exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/hanging-leg-raises,3,https://example.com/hanging-leg-raises-animation.jpg,965.66,350,15,2,5.52,10,10
327,Medicine Ball Slams,Dynamic Medicine Ball Slams workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/medicine-ball-slams,3,https://example.com/medicine-ball-slams-animation.jpg,706.24,441,15,3,4.8,10,10
328,Elliptical Training,Intense Elliptical Training session focusing on full-body engagement and cardiovascular endurance.,https://example.com/elliptical-training,3,https://example.com/elliptical-training-animation.jpg,1332.93,510,14,2,5.23,10,10
329,Mountain Climbers,Intense Mountain Climbers session focusing on full-body engagement and cardiovascular endurance.,https://example.com/mountain-climbers,3,https://example.com/mountain-climbers-animation.jpg,1202.19,594,12,2,4.05,10,10
330,Plyometric Drills,Dynamic Plyometric Drills workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/plyometric-drills,3,https://example.com/plyometric-drills-animation.jpg,1196.5,551,11,2,4.34,10,10
331,Plank Variations,"Strategically crafted Plank Variations exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/plank-variations,4,https://example.com/plank-variations-animation.jpg,686.63,446,11,3,4.62,10,10
332,Kettlebell Swings,High-energy Kettlebell Swings routine targeting comprehensive physical development and performance.,https://example.com/kettlebell-swings,4,https://example.com/kettlebell-swings-animation.jpg,793.11,331,10,2,4.79,10,10
333,Running,High-energy Running routine targeting comprehensive physical development and performance.,https://example.com/running,4,https://example.com/running-animation.jpg,1108.76,497,14,2,4.46,10,10
334,Wall Sits,Precision-engineered Wall Sits training method to optimize muscular strength and endurance.,https://example.com/wall-sits,4,https://example.com/wall-sits-animation.jpg,1077.62,360,11,2,5.99,10,10
335,Dips,Precision-engineered Dips training method to optimize muscular strength and endurance.,https://example.com/dips,4,https://example.com/dips-animation.jpg,887.56,331,12,2,5.36,10,10
336,Plank Jacks,Dynamic Plank Jacks workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/plank-jacks,5,https://example.com/plank-jacks-animation.jpg,1157.24,436,11,2,5.31,10,10
337,Battle Rope Exercises,High-energy Battle Rope Exercises routine targeting comprehensive physical development and performance.,https://example.com/battle-rope-exercises,5,https://example.com/battle-rope-exercises-animation.jpg,547.27,404,13,3,4.06,10,10
338,Kettlebell Complex,Dynamic Kettlebell Complex workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/kettlebell-complex,5,https://example.com/kettlebell-complex-animation.jpg,870.71,310,14,2,5.62,10,10
339,Bird Dogs,Precision-engineered Bird Dogs training method to optimize muscular strength and endurance.,https://example.com/bird-dogs,5,https://example.com/bird-dogs-animation.jpg,1019.64,576,14,3,5.31,10,10
340,Lunges,Precision-engineered Lunges training method to optimize muscular strength and endurance.,https://example.com/lunges,5,https://example.com/lunges-animation.jpg,1523.14,551,12,2,5.53,10,10
341,Interval Sprints,High-energy Interval Sprints routine targeting comprehensive physical development and performance.,https://example.com/interval-sprints,6,https://example.com/interval-sprints-animation.jpg,524.1,340,12,3,4.62,10,10
342,Push-ups,Dynamic Push-ups workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/push-ups,6,https://example.com/push-ups-animation.jpg,499.21,317,13,3,4.72,10,10
343,Shoulder Press,High-energy Shoulder Press routine targeting comprehensive physical development and performance.,https://example.com/shoulder-press,6,https://example.com/shoulder-press-animation.jpg,834.18,523,13,3,4.78,10,10
344,Plank Variations,Dynamic Plank Variations workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/plank-variations,6,https://example.com/plank-variations-animation.jpg,728.86,453,13,3,4.83,10,10
345,Superman Holds,Dynamic Superman Holds workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/superman-holds,6,https://example.com/superman-holds-animation.jpg,900.77,459,11,3,5.89,10,10
346,Deadlifts,High-energy Deadlifts routine targeting comprehensive physical development and performance.,https://example.com/deadlifts,7,https://example.com/deadlifts-animation.jpg,1331.81,482,10,2,5.53,10,10
347,Plyometric Drills,High-energy Plyometric Drills routine targeting comprehensive physical development and performance.,https://example.com/plyometric-drills,7,https://example.com/plyometric-drills-animation.jpg,865.27,408,12,2,4.24,10,10
348,Superman Holds,Dynamic Superman Holds workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/superman-holds,7,https://example.com/superman-holds-animation.jpg,1531.68,546,13,2,5.61,10,10
349,Pull-ups,Precision-engineered Pull-ups training method to optimize muscular strength and endurance.,https://example.com/pull-ups,7,https://example.com/pull-ups-animation.jpg,1418.02,499,11,2,5.68,10,10
350,Swimming,High-energy Swimming routine targeting comprehensive physical development and performance.,https://example.com/swimming,7,https://example.com/swimming-animation.jpg,993.91,546,11,3,5.46,10,10
351,Circuit Training,"Strategically crafted Circuit Training exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/circuit-training,1,https://example.com/circuit-training-animation.jpg,1215.0,489,11,2,4.97,11,11
352,Dynamic Stretching,Dynamic Dynamic Stretching workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/dynamic-stretching,1,https://example.com/dynamic-stretching-animation.jpg,1521.46,557,12,2,5.46,11,11
353,Jump Rope,Precision-engineered Jump Rope training method to optimize muscular strength and endurance.,https://example.com/jump-rope,1,https://example.com/jump-rope-animation.jpg,507.89,328,12,3,4.65,11,11
354,Yoga Flow,"Strategically crafted Yoga Flow exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/yoga-flow,1,https://example.com/yoga-flow-animation.jpg,990.17,419,13,2,4.73,11,11
355,TRX Suspension Training,"Strategically crafted TRX Suspension Training exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/trx-suspension-training,1,https://example.com/trx-suspension-training-animation.jpg,536.09,326,13,3,4.93,11,11
356,Skater Hops,High-energy Skater Hops routine targeting comprehensive physical development and performance.,https://example.com/skater-hops,2,https://example.com/skater-hops-animation.jpg,725.37,365,12,3,5.96,11,11
357,Sprint Intervals,High-energy Sprint Intervals routine targeting comprehensive physical development and performance.,https://example.com/sprint-intervals,2,https://example.com/sprint-intervals-animation.jpg,786.64,344,15,2,4.57,11,11
358,Tricep Extensions,Dynamic Tricep Extensions workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/tricep-extensions,2,https://example.com/tricep-extensions-animation.jpg,1073.66,505,12,2,4.25,11,11
359,Tai Chi Movements,High-energy Tai Chi Movements routine targeting comprehensive physical development and performance.,https://example.com/tai-chi-movements,2,https://example.com/tai-chi-movements-animation.jpg,759.9,515,10,3,4.43,11,11
360,Explosive Movements,Dynamic Explosive Movements workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/explosive-movements,2,https://example.com/explosive-movements-animation.jpg,572.69,394,15,3,4.36,11,11
361,High Knees,Precision-engineered High Knees training method to optimize muscular strength and endurance.,https://example.com/high-knees,3,https://example.com/high-knees-animation.jpg,903.97,456,15,3,5.95,11,11
362,Push-ups,"Strategically crafted Push-ups exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/push-ups,3,https://example.com/push-ups-animation.jpg,1390.77,572,15,2,4.86,11,11
363,Wall Sits,Intense Wall Sits session focusing on full-body engagement and cardiovascular endurance.,https://example.com/wall-sits,3,https://example.com/wall-sits-animation.jpg,1323.86,561,10,2,4.72,11,11
364,Tai Chi Movements,Dynamic Tai Chi Movements workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/tai-chi-movements,3,https://example.com/tai-chi-movements-animation.jpg,1072.89,440,12,2,4.88,11,11
365,Elliptical Training,High-energy Elliptical Training routine targeting comprehensive physical development and performance.,https://example.com/elliptical-training,3,https://example.com/elliptical-training-animation.jpg,682.32,362,11,3,5.65,11,11
366,Resistance Band Exercises,Intense Resistance Band Exercises session focusing on full-body engagement and cardiovascular endurance.,https://example.com/resistance-band-exercises,4,https://example.com/resistance-band-exercises-animation.jpg,863.49,399,15,2,4.33,11,11
367,Superman Holds,Dynamic Superman Holds workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/superman-holds,4,https://example.com/superman-holds-animation.jpg,1321.49,588,14,2,4.49,11,11
368,Jumping Jacks,High-energy Jumping Jacks routine targeting comprehensive physical development and performance.,https://example.com/jumping-jacks,4,https://example.com/jumping-jacks-animation.jpg,925.6,498,12,3,5.58,11,11
369,Jump Rope,High-energy Jump Rope routine targeting comprehensive physical development and performance.,https://example.com/jump-rope,4,https://example.com/jump-rope-animation.jpg,890.49,301,14,2,5.92,11,11
370,Bicycle Crunches,High-energy Bicycle Crunches routine targeting comprehensive physical development and performance.,https://example.com/bicycle-crunches,4,https://example.com/bicycle-crunches-animation.jpg,703.77,374,12,3,5.65,11,11
371,Skater Hops,High-energy Skater Hops routine targeting comprehensive physical development and performance.,https://example.com/skater-hops,5,https://example.com/skater-hops-animation.jpg,1020.28,535,15,3,5.72,11,11
372,Bench Press,High-energy Bench Press routine targeting comprehensive physical development and performance.,https://example.com/bench-press,5,https://example.com/bench-press-animation.jpg,750.31,317,14,2,4.73,11,11
373,Stair Climbing,Precision-engineered Stair Climbing training method to optimize muscular strength and endurance.,https://example.com/stair-climbing,5,https://example.com/stair-climbing-animation.jpg,819.44,562,13,3,4.37,11,11
374,Ab Rollouts,Precision-engineered Ab Rollouts training method to optimize muscular strength and endurance.,https://example.com/ab-rollouts,5,https://example.com/ab-rollouts-animation.jpg,918.01,460,10,3,5.99,11,11
375,Cross-Country Skiing,Intense Cross-Country Skiing session focusing on full-body engagement and cardiovascular endurance.,https://example.com/cross-country-skiing,5,https://example.com/cross-country-skiing-animation.jpg,1456.67,579,14,2,5.03,11,11
376,Oblique Twists,Dynamic Oblique Twists workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/oblique-twists,6,https://example.com/oblique-twists-animation.jpg,925.16,355,11,2,5.21,11,11
377,Wall Sits,Precision-engineered Wall Sits training method to optimize muscular strength and endurance.,https://example.com/wall-sits,6,https://example.com/wall-sits-animation.jpg,1221.46,422,13,2,5.79,11,11
378,Interval Sprints,High-energy Interval Sprints routine targeting comprehensive physical development and performance.,https://example.com/interval-sprints,6,https://example.com/interval-sprints-animation.jpg,1396.73,517,14,2,5.4,11,11
379,Skater Hops,Precision-engineered Skater Hops training method to optimize muscular strength and endurance.,https://example.com/skater-hops,6,https://example.com/skater-hops-animation.jpg,980.28,384,10,2,5.11,11,11
380,Kettlebell Swings,Precision-engineered Kettlebell Swings training method to optimize muscular strength and endurance.,https://example.com/kettlebell-swings,6,https://example.com/kettlebell-swings-animation.jpg,727.38,502,12,3,4.35,11,11
381,Side Planks,High-energy Side Planks routine targeting comprehensive physical development and performance.,https://example.com/side-planks,7,https://example.com/side-planks-animation.jpg,1470.17,510,11,2,5.77,11,11
382,High Knees,Intense High Knees session focusing on full-body engagement and cardiovascular endurance.,https://example.com/high-knees,7,https://example.com/high-knees-animation.jpg,908.64,335,14,2,5.42,11,11
383,Crunches,Dynamic Crunches workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/crunches,7,https://example.com/crunches-animation.jpg,829.97,423,14,3,5.89,11,11
384,Yoga Flow,Dynamic Yoga Flow workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/yoga-flow,7,https://example.com/yoga-flow-animation.jpg,876.91,374,12,2,4.69,11,11
385,Cycling,Precision-engineered Cycling training method to optimize muscular strength and endurance.,https://example.com/cycling,7,https://example.com/cycling-animation.jpg,796.61,470,14,3,5.08,11,11
386,Medicine Ball Slams,Dynamic Medicine Ball Slams workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/medicine-ball-slams,1,https://example.com/medicine-ball-slams-animation.jpg,1024.02,344,12,2,5.95,12,12
387,Superman Holds,Precision-engineered Superman Holds training method to optimize muscular strength and endurance.,https://example.com/superman-holds,1,https://example.com/superman-holds-animation.jpg,1230.11,513,12,2,4.8,12,12
388,Running,Intense Running session focusing on full-body engagement and cardiovascular endurance.,https://example.com/running,1,https://example.com/running-animation.jpg,1575.53,534,13,2,5.9,12,12
389,Resistance Band Exercises,High-energy Resistance Band Exercises routine targeting comprehensive physical development and performance.,https://example.com/resistance-band-exercises,1,https://example.com/resistance-band-exercises-animation.jpg,658.79,370,15,3,5.34,12,12
390,Leg Raises,Dynamic Leg Raises workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/leg-raises,1,https://example.com/leg-raises-animation.jpg,452.12,327,13,3,4.15,12,12
391,Stair Climbing,High-energy Stair Climbing routine targeting comprehensive physical development and performance.,https://example.com/stair-climbing,2,https://example.com/stair-climbing-animation.jpg,1270.59,458,11,2,5.55,12,12
392,Bicycle Crunches,"Strategically crafted Bicycle Crunches exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/bicycle-crunches,2,https://example.com/bicycle-crunches-animation.jpg,1488.75,517,10,2,5.76,12,12
393,Battle Rope Exercises,Precision-engineered Battle Rope Exercises training method to optimize muscular strength and endurance.,https://example.com/battle-rope-exercises,2,https://example.com/battle-rope-exercises-animation.jpg,1111.66,512,14,2,4.34,12,12
394,Deadlifts,"Strategically crafted Deadlifts exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/deadlifts,2,https://example.com/deadlifts-animation.jpg,947.05,527,12,3,5.39,12,12
395,Dips,High-energy Dips routine targeting comprehensive physical development and performance.,https://example.com/dips,2,https://example.com/dips-animation.jpg,929.8,587,14,3,4.75,12,12
396,Battle Rope Exercises,High-energy Battle Rope Exercises routine targeting comprehensive physical development and performance.,https://example.com/battle-rope-exercises,3,https://example.com/battle-rope-exercises-animation.jpg,1089.8,422,15,2,5.16,12,12
397,Yoga Flow,"Strategically crafted Yoga Flow exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/yoga-flow,3,https://example.com/yoga-flow-animation.jpg,837.57,336,15,2,4.99,12,12
398,Cross-Training Circuits,Dynamic Cross-Training Circuits workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/cross-training-circuits,3,https://example.com/cross-training-circuits-animation.jpg,1219.51,421,10,2,5.79,12,12
399,Swimming,High-energy Swimming routine targeting comprehensive physical development and performance.,https://example.com/swimming,3,https://example.com/swimming-animation.jpg,889.79,479,13,3,5.57,12,12
400,Cycling,"Strategically crafted Cycling exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/cycling,3,https://example.com/cycling-animation.jpg,790.94,546,14,3,4.35,12,12
401,TRX Suspension Training,"Strategically crafted TRX Suspension Training exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/trx-suspension-training,4,https://example.com/trx-suspension-training-animation.jpg,926.12,512,12,3,5.43,12,12
402,Shoulder Press,Precision-engineered Shoulder Press training method to optimize muscular strength and endurance.,https://example.com/shoulder-press,4,https://example.com/shoulder-press-animation.jpg,825.39,434,12,3,5.71,12,12
403,Bicycle Crunches,Dynamic Bicycle Crunches workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/bicycle-crunches,4,https://example.com/bicycle-crunches-animation.jpg,851.83,531,14,3,4.81,12,12
404,Foam Rolling,Dynamic Foam Rolling workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/foam-rolling,4,https://example.com/foam-rolling-animation.jpg,811.56,442,11,3,5.51,12,12
405,Battle Rope Exercises,Precision-engineered Battle Rope Exercises training method to optimize muscular strength and endurance.,https://example.com/battle-rope-exercises,4,https://example.com/battle-rope-exercises-animation.jpg,1780.69,596,11,2,5.98,12,12
406,Battle Rope Exercises,Precision-engineered Battle Rope Exercises training method to optimize muscular strength and endurance.,https://example.com/battle-rope-exercises,5,https://example.com/battle-rope-exercises-animation.jpg,1275.12,469,12,2,5.44,12,12
407,Bicycle Crunches,Precision-engineered Bicycle Crunches training method to optimize muscular strength and endurance.,https://example.com/bicycle-crunches,5,https://example.com/bicycle-crunches-animation.jpg,897.39,505,12,3,5.33,12,12
408,Shoulder Press,Dynamic Shoulder Press workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/shoulder-press,5,https://example.com/shoulder-press-animation.jpg,708.85,321,10,2,4.42,12,12
409,Resistance Band Exercises,Intense Resistance Band Exercises session focusing on full-body engagement and cardiovascular endurance.,https://example.com/resistance-band-exercises,5,https://example.com/resistance-band-exercises-animation.jpg,1714.03,574,13,2,5.97,12,12
410,Crunches,Intense Crunches session focusing on full-body engagement and cardiovascular endurance.,https://example.com/crunches,5,https://example.com/crunches-animation.jpg,996.26,506,14,3,5.91,12,12
411,Resistance Band Exercises,"Strategically crafted Resistance Band Exercises exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/resistance-band-exercises,6,https://example.com/resistance-band-exercises-animation.jpg,945.48,337,13,2,5.61,12,12
412,Foam Rolling,Precision-engineered Foam Rolling training method to optimize muscular strength and endurance.,https://example.com/foam-rolling,6,https://example.com/foam-rolling-animation.jpg,1201.61,427,12,2,5.63,12,12
413,Skater Hops,"Strategically crafted Skater Hops exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/skater-hops,6,https://example.com/skater-hops-animation.jpg,1607.4,565,13,2,5.69,12,12
414,Bench Press,Precision-engineered Bench Press training method to optimize muscular strength and endurance.,https://example.com/bench-press,6,https://example.com/bench-press-animation.jpg,1499.8,547,15,2,5.48,12,12
415,TRX Suspension Training,Intense TRX Suspension Training session focusing on full-body engagement and cardiovascular endurance.,https://example.com/trx-suspension-training,6,https://example.com/trx-suspension-training-animation.jpg,553.85,397,15,3,4.19,12,12
416,Cross-Training Circuits,Intense Cross-Training Circuits session focusing on full-body engagement and cardiovascular endurance.,https://example.com/cross-training-circuits,7,https://example.com/cross-training-circuits-animation.jpg,877.56,412,14,2,4.26,12,12
417,Stair Climbing,Precision-engineered Stair Climbing training method to optimize muscular strength and endurance.,https://example.com/stair-climbing,7,https://example.com/stair-climbing-animation.jpg,747.52,525,11,3,4.27,12,12
418,TRX Suspension Training,Dynamic TRX Suspension Training workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/trx-suspension-training,7,https://example.com/trx-suspension-training-animation.jpg,957.61,511,12,3,5.62,12,12
419,Jumping Jacks,Dynamic Jumping Jacks workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/jumping-jacks,7,https://example.com/jumping-jacks-animation.jpg,559.07,418,15,3,4.01,12,12
420,Burpees,Precision-engineered Burpees training method to optimize muscular strength and endurance.,https://example.com/burpees,7,https://example.com/burpees-animation.jpg,861.72,464,15,3,5.57,12,12
421,Circuit Training,High-energy Circuit Training routine targeting comprehensive physical development and performance.,https://example.com/circuit-training,1,https://example.com/circuit-training-animation.jpg,1908.27,867,17,3,6.6,1,13
422,High Knees,"Strategically crafted High Knees exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/high-knees,1,https://example.com/high-knees-animation.jpg,1163.93,586,19,4,7.94,1,13
423,Cycling,Dynamic Cycling workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/cycling,1,https://example.com/cycling-animation.jpg,1055.43,512,20,3,6.18,1,13
424,Mobility Drills,"Strategically crafted Mobility Drills exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/mobility-drills,1,https://example.com/mobility-drills-animation.jpg,1639.22,666,19,3,7.38,1,13
425,Russian Twists,Intense Russian Twists session focusing on full-body engagement and cardiovascular endurance.,https://example.com/russian-twists,1,https://example.com/russian-twists-animation.jpg,1608.06,705,18,3,6.84,1,13
426,Explosive Movements,Precision-engineered Explosive Movements training method to optimize muscular strength and endurance.,https://example.com/explosive-movements,2,https://example.com/explosive-movements-animation.jpg,958.6,576,18,4,6.66,1,13
427,Dips,High-energy Dips routine targeting comprehensive physical development and performance.,https://example.com/dips,2,https://example.com/dips-animation.jpg,996.98,580,20,4,6.88,1,13
428,Kettlebell Complex,High-energy Kettlebell Complex routine targeting comprehensive physical development and performance.,https://example.com/kettlebell-complex,2,https://example.com/kettlebell-complex-animation.jpg,1579.78,611,18,3,7.76,1,13
429,Deadlifts,Precision-engineered Deadlifts training method to optimize muscular strength and endurance.,https://example.com/deadlifts,2,https://example.com/deadlifts-animation.jpg,1124.44,484,18,3,6.97,1,13
430,Stair Climbing,"Strategically crafted Stair Climbing exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/stair-climbing,2,https://example.com/stair-climbing-animation.jpg,1213.74,543,16,3,6.71,1,13
431,Skater Hops,Intense Skater Hops session focusing on full-body engagement and cardiovascular endurance.,https://example.com/skater-hops,3,https://example.com/skater-hops-animation.jpg,1356.52,816,19,4,6.65,1,13
432,Explosive Movements,Precision-engineered Explosive Movements training method to optimize muscular strength and endurance.,https://example.com/explosive-movements,3,https://example.com/explosive-movements-animation.jpg,1166.08,489,15,3,7.15,1,13
433,Dips,Dynamic Dips workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/dips,3,https://example.com/dips-animation.jpg,1497.83,737,17,3,6.1,1,13
434,Elliptical Training,High-energy Elliptical Training routine targeting comprehensive physical development and performance.,https://example.com/elliptical-training,3,https://example.com/elliptical-training-animation.jpg,1456.23,688,19,3,6.35,1,13
435,Plyometric Drills,"Strategically crafted Plyometric Drills exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/plyometric-drills,3,https://example.com/plyometric-drills-animation.jpg,1876.73,874,15,3,6.44,1,13
436,Foam Rolling,Precision-engineered Foam Rolling training method to optimize muscular strength and endurance.,https://example.com/foam-rolling,4,https://example.com/foam-rolling-animation.jpg,960.5,543,17,4,7.08,1,13
437,Leg Raises,Precision-engineered Leg Raises training method to optimize muscular strength and endurance.,https://example.com/leg-raises,4,https://example.com/leg-raises-animation.jpg,1154.85,493,17,3,7.03,1,13
438,Stair Climbing,"Strategically crafted Stair Climbing exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/stair-climbing,4,https://example.com/stair-climbing-animation.jpg,1287.31,683,19,4,7.54,1,13
439,Swimming,Intense Swimming session focusing on full-body engagement and cardiovascular endurance.,https://example.com/swimming,4,https://example.com/swimming-animation.jpg,1343.24,610,20,3,6.61,1,13
440,Yoga Flow,High-energy Yoga Flow routine targeting comprehensive physical development and performance.,https://example.com/yoga-flow,4,https://example.com/yoga-flow-animation.jpg,1084.96,552,16,4,7.86,1,13
441,Ab Rollouts,High-energy Ab Rollouts routine targeting comprehensive physical development and performance.,https://example.com/ab-rollouts,5,https://example.com/ab-rollouts-animation.jpg,1501.77,720,15,3,6.26,1,13
442,Bench Press,"Strategically crafted Bench Press exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/bench-press,5,https://example.com/bench-press-animation.jpg,1395.69,530,20,3,7.9,1,13
443,Kettlebell Swings,High-energy Kettlebell Swings routine targeting comprehensive physical development and performance.,https://example.com/kettlebell-swings,5,https://example.com/kettlebell-swings-animation.jpg,2058.19,875,18,3,7.06,1,13
444,Plyometric Drills,High-energy Plyometric Drills routine targeting comprehensive physical development and performance.,https://example.com/plyometric-drills,5,https://example.com/plyometric-drills-animation.jpg,1354.56,733,17,4,7.39,1,13
445,Kettlebell Complex,"Strategically crafted Kettlebell Complex exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/kettlebell-complex,5,https://example.com/kettlebell-complex-animation.jpg,1276.85,646,15,4,7.91,1,13
446,Deadlifts,Intense Deadlifts session focusing on full-body engagement and cardiovascular endurance.,https://example.com/deadlifts,6,https://example.com/deadlifts-animation.jpg,1086.2,544,15,4,7.99,1,13
